id,message,created_time,likes_count,comments_count,shares_count
124319427612935_3453738504670994,"Our dog, Juno, is amazing with kids. She loves being pet to an almost pathological degree. She's great. 
Sometimes she joins us at the studio, lolling on the floor as we go about our work. Then she'll step outside for a short excursion into the long dry grasses in the field behind the studio. Then someone will whistle for her and she'll come bounding back, and throw herself panting onto the floor.",2020-08-17T18:15:01+0000,19,6,2
124319427612935_3453899624654882,"We do all kinds of projects - big and small. 

Personalized thank you gifts. For school board members. Shul boards. Teachers. Medical professionals. Philanthropists. 

Momentos. For conference attendees. Retiring employees. 

Celebrations. Babyshowers. Weddings. Birthdays. Graduations.

Thank you for letting us be part of your gift-giving. It means a lot to us.",2020-08-13T17:48:00+0000,1,0,0
124319427612935_3474721315906046,"In honor of #RoshHashana (just next month!) we have a new Mini Collection 3D painting on glass coming along! 

Sometimes we need to be held and sometimes we need to hold. 

In your life, which role do you play more often - bear or child? 
Tell us in the comments below 👇",2020-08-11T17:30:01+0000,16,3,7
124319427612935_3454392867938891,"Peek at the last stages of assembly, after all the layers have been painted.",2020-08-08T21:17:00+0000,29,3,6
124319427612935_3453726518005526,"As we continue to create 3D paintings on glass, new editions open and old ones close. We have only a handful left of this piece, Cafe L'oiseau, available at a discounted studio price. Contact us for more information about this lovely cafe scene.

Borrowing from Jean-Pierre Weill’s childhood memories of Paris, Café L’oiseau captures a corner coffee shop filled with light. 

It is a quiet spring day, lush with delicate 💐 spilling over the windowsills. 
A bottle of wine sits ready for some happy couple to share, enjoying one another's company or perhaps celebrating a special event. 🍷🍷

The painting draws the viewer in, from the street, up to the sidewalk, and through the glass doors of Cafe L’oiseau.",2020-08-06T15:00:00+0000,19,16,7
124319427612935_3413098772068301,"Creativity has many expressions. 
We have been playing around with creative ways to meet new art lovers around the world. It's challenging to capture the 3D quality of our artwork in an image. This means that many people who have only seen our work online, like it even more when their package arrives in the mail. 

We'd love to get your feedback on this video - and hear ideas for more!",2020-08-03T00:30:01+0000,15,0,4
124319427612935_3454102811301230,,2020-07-29T11:07:10+0000,3,0,0
124319427612935_3405737479471097,"We're proud of our Gift box design - it is both beautiful and functional. 

The carefully designed padding keeps our artwork safe. We've sent hundreds of 3D paintings on glass around the world to the United States, Australia, Singapore, Hong Kong, South Africa, and Europe (not an exhaustive list) and have had zero breakage. 

And it's beautiful. Every time someone receives our gift box, they know there must be something special inside.",2020-07-28T14:36:00+0000,6,0,0
124319427612935_3405765132801665,"This scene of two lovers dancing in the moonlight has something timeless about it. It's as if they are the center of the world, embraced by all the universe. The moon shines for them alone. 

It is so popular that we have a few versions of this piece - which do you like best?

https://www.jeanpierreweill.com/products/jean-pierre-weill-moonlight-dance?_pos=1&_sid=48153c070&_ss=r
https://www.jeanpierreweill.com/collections/whitecollection",2020-07-25T18:53:07+0000,14,5,1
124319427612935_3431688973542614,,2020-07-21T18:09:19+0000,6,0,0
124319427612935_3431687320209446,,2020-07-21T18:08:39+0000,0,0,0
124319427612935_3431687033542808,,2020-07-21T18:08:33+0000,0,0,0
124319427612935_3431687006876144,,2020-07-21T18:08:33+0000,0,0,0
124319427612935_3431673246877520,,2020-07-21T18:03:40+0000,0,0,0
124319427612935_3431673233544188,,2020-07-21T18:03:40+0000,0,0,0
124319427612935_3431663086878536,,2020-07-21T17:59:03+0000,0,0,0
124319427612935_3405717072806471,"Sometimes it is easier to focus on taking care of others than it is to nurture ourselves. 

The wholehearted desire to be a better, wiser, more conscious person - is what gives this young woman the strength and courage to water herself. And the truth is that if we take care of ourselves, the world becomes a more beautiful place for everyone. 

https://www.jeanpierreweill.com/collections/minicollection/products/watering",2020-07-20T18:30:01+0000,7,0,2
124319427612935_3428262737218571,,2020-07-20T14:35:03+0000,0,0,0
124319427612935_3428223750555803,,2020-07-20T14:17:43+0000,1,0,0
124319427612935_3405686666142845,"It takes time and careful attention to personalize a 3D painting on glass. 

Even if I'm only adding a name into the foliage of the ""Tree of Life"" or writing the title of a beloved book into the spine of one of the 📚walls in ""Bookville,"" it needs to be just right - no marks or smudges, not too hidden or to glaring. It often takes more than one try before I'm satisfied. 

But it also feels good. I know I'm making our unique artwork even more special for someone, and that they will value it the more for the personal touch. And that's important to me.

https://www.jeanpierreweill.com/products/tree-of-life?_pos=1&_sid=bcc97486f&_ss=r
https://www.jeanpierreweill.com/products/bookville?_pos=1&_sid=363f71bc1&_ss=r",2020-07-15T18:19:01+0000,11,1,4
124319427612935_3404737062904472,"I'm so excited to send 500 Mini Collection ""Dove"" 3D paintings on glass to their new homes! I went to the studio early to meet the truck driver and load up. There's something incredible satisfying about handing finished work all safely packed up to the courier. Maybe it's just me 😁
#uniquegift",2020-07-12T16:42:02+0000,14,1,0
124319427612935_3355795981131914,"After we've finished the intensive work of painting, the cleaning stage begins. We make sure every sheet of glass is perfect before fitting it inside the frame. 

Here we are, assembling a Grand Collection painting. This one is called Milk and Honey. It's a scene looking out onto the streets of Jerusalem from inside a window, with a vase of flowers spilling over the edge.",2020-07-10T17:30:00+0000,23,0,2
124319427612935_3353716191339893,"We know that there's a lot of artwork out there and we don't take it for granted when you choose to bring ours into your home. Thank you!

We love to hear from you and - even better- to see how you display your 3D painting on glass. 
We here for anything you may want, so please be in touch!",2020-07-07T17:30:00+0000,7,2,1
124319427612935_3353751414669704,"Writers, philosophers, and artists often spent their days discussing the ideas of the day in cafes. 

Who would you most like to run into in your local coffee shop? Real or fantasy characters welcome! Tell us in a comment 👇

https://www.jeanpierreweill.com/collections/grand-collection/products/cafe-dartistes",2020-06-28T17:35:00+0000,19,5,4
124319427612935_3314610161917163,"Here we are, in our family studio: Jean-Pierre Weill, Davida and Safira (his daughters).

We discuss the development of each new painting in terms of color, feeling, meaning, and fun. Tell us how our work makes you feel!",2020-06-25T20:34:00+0000,18,1,1
124319427612935_3314605181917661,"It's true! The small pieces are like a window into another world; the larger ones are more like a doorway. 

Always: our connection to each other and you are at the heart of everything we create. Please be in touch!",2020-06-22T17:30:01+0000,14,0,3
124319427612935_3314542031923976,"We worked hard to design this gift box for our Mini Collection. We wanted to create a sense of something special as well as provide safe packaging for our paintings on glass. Let us know what you think in the comments! 

Good things often come in small packages :)",2020-06-19T15:42:00+0000,6,1,0
124319427612935_3334048929973286,"Glass. Paint. Light. Movement.

We create 3D paintings on glass. 🎨
What that means is that in addition to creating colorful designs, we open a window into a magical world in which figures and trees appear alive. 

Welcome to our fabulous world of 3D painting on glass where everything is possible >> https://bit.ly/2Y6HmMa",2020-06-18T11:59:37+0000,24,13,10
124319427612935_3285711094807070,"Whose portrait would you like to hang on your wall if you could choose anyone?

Bellow are some of the icons from the last century who we connect to. 
Einstein, John Lennon, Jerry Garcia, Monroe. 

Is it a Musician 🎷? an Artist 🎨? an Activist 💪? 

You just might inspire us to make a new 3D painting on glass :)

Comment on this post with who you would choose!",2020-06-16T17:55:00+0000,7,18,6
124319427612935_3297239426987570,"One of the most exciting moments for me in the studio is when I'm making that first choice of colors.  

It's a moment in which anything is possible.",2020-06-12T18:35:00+0000,5,0,0
124319427612935_3312875602090619,"We're excited to share our new Mini Collection 3D painting on glass with you. 

Here's the idea:
Imagine a quiet morning. Take a deep breath and notice how the 🌞 lights up the world. 
You step outside and inhale the scent of the 🌻🌻🌻 that you have just noticed for the first time. 
What a wonderful way to start the day! 

Check out our complete Mini Collection here:  https://www.jeanpierreweill.com/collections/minicollection",2020-06-09T17:00:01+0000,15,0,2
124319427612935_3285695161475330,"It feels like it's been forever since we were all together in the studio, but one day last week we got together for our 11:00 ☕ break. 

It's a moment in the day where we stop whatever we are in the middle of (which is not always easy!) to talk, touch base, and relax together.",2020-06-02T17:30:13+0000,24,0,1
124319427612935_3255956417782538,"We are so grateful to be part of your home 🏡

What in your life are you thankful for today? Take a moment to breathe into the ""Thank you!"" ❤️

#spreadgratitude #playinart #appreciationdayiseveryday",2020-05-31T13:00:44+0000,14,0,2
124319427612935_3250847004960146,"We love to hear about the joy our work brings you! It's our inspiration. 🧡 

Who in your life inspires you? Tell them about it :) 🎁",2020-05-28T17:30:04+0000,32,4,4
124319427612935_3250816248296555,"Love! The perfect gift for someone you want to go on adventures with!

⚡️You choose your fave of three framing options
⚡️Free shipping!
⚡️Want to make your gift even more unique? Send us initials or a word you want hand written inside the painting. We do it at no charge! Just to make you smile :)

Explore more Mini designs here: 
https://www.jeanpierreweill.com/collections/minicollection",2020-05-26T17:30:19+0000,28,0,5
124319427612935_3248378318540348,"Thank you 3days gallery in Japan for this tasteful display of our work! 🌳🍀

We started working together almost two decades ago. It's a pleasure to have such a partner! 🤝",2020-05-22T21:00:00+0000,10,0,2
124319427612935_3248353078542872,"Flying! 🐒🐻🐧

This is a great set for a nursery, playroom, or a baby shower gift.

3 different framing options 🙂",2020-05-20T19:30:29+0000,14,2,1
124319427612935_3250926011618912,"During this time of Corona we wanted a way to give support to those on the front lines here in Israel!

💪
We designed a new Medical Superhero Mini Collection!
👄
We asked people to tag those in the medical world who inspire them! 
🙌
We received 50+ tags and last week we sent a free Mini to all of them! Thank you for your service!

Here is one example of a response we have gotten back 🥰",2020-05-19T10:30:23+0000,31,10,0
124319427612935_3248339378544242,"Our Mini Collection is here: 3D paintings on glass in our smallest size yet. Super cute pieces which can stand on a dresser or hang on the wall alone or in a set. They are a great way to say ""Thank You"" or ""I love you"", and are sure to elicit a smile or a laugh. Ironically, this collection really got rolling when Safira, Jean-Pierre's daughter and our Art Director, was in self-imposed quarantine. She spent weeks creating a series of delightful 4""x4"" 3D paintings on glass. Since then, we've taken this new Collection and run with it. Tell us what you think!

Sign up for our newsletter and you'll be the first to hear about new work coming out of our studio. Plus, you'll get a 5% off coupon code:  https://www.jeanpierreweill.com/ - sign up right at the bottom of the home page or by PMing us here.",2020-05-16T22:00:55+0000,12,0,2
124319427612935_3228446340533546,Gift Collection display of 3D paintings on glass - amazing set up by David in our studio *finally* open to visitors again (Bring Your Own Mask.),2020-05-12T17:00:00+0000,5,0,2
124319427612935_3228438533867660,"After almost 2 months of the studio being closed, we are finally opening our doors to visitors. 

We have new paintings and a whole new line of 3d paintings on glass (more about that later), so enjoy the beautiful weather and come visit. Looking forward!",2020-05-10T06:00:42+0000,8,0,1
124319427612935_3195686700476177,"The Corona crisis has hit our studio (like so many other small businesses around the world) hard. 
Since all our galleries are closed, we created the biggest sale we've ever had on our website with everything 10%-60% off. 

Sale ends on May 1st. 

Check it out: www.jeanpierreweill.com

This might be a perfect opportunity if you're looking for a way to brighten up a room, for a special birthday gift, an anniversary coming up, or just a sweet way to say ""Thank you"" or ""I love you"" to yourself or someone else you love.",2020-04-28T17:00:17+0000,14,4,4
124319427612935_3162396180471896,"Thanks so much to all of you for tagging your medical superheroes and sharing!

Please send us a message specifying which painting you'd like (hero/heroine) and shipping address. We will update you when they are on their way :)  

----

In Brief: We are giving away 30 gifts to 30 medical professionals of YOUR choice! 
The gift: A superhero themed 3D painting on glass from our Mini Collection. 

***Honoring the Superheroes of Today***

They work long shifts
Faced with uncertainty, supply shortages and their own mortality
On the front lines of this war
They fight for us.

These are our medical professionals
And we wish to honor them. 

In the current crisis, we, like many other small businesses, have pretty much closed shop.  
In “normal” times, we run a family studio for art:
We create paintings on multiple layers of glass and work with galleries and gift shops around the world. 
We love art and tried to think of a way to use our art
to spread encouragement and hope in this time.
And to express gratitude to a few of the heroes
who are on the front lines in this war. 

So... we are going to send this piece as a gift to 30 medical professionals of your choice! Everything, including shipping to North America on us!
The painting is 3-dimensional (two levels of glass and background) and designed by Safira - one of our talented artists and Jean-Pierre Weill’s youngest daughter.

Express your appreciation for our medical professionals today!
Do you know someone in the medical field who deserves a special thank you? All you need to do is:
1. Tag someone you know who is working hard to keep others safe in a comment to this post.
2. Write a few words that explain why you think they deserve a Thank You.
3. Share this post.
The 30 comments that receive the most Likes will win a superhero painting gift for the person they tagged! 

If you are interested in seeing more of what we do: www.jeanpierreweill.com/collections/minicollection",2020-04-16T23:00:39+0000,6,14,17
124319427612935_3124241637620684,"We are choosing to send this video of our story out into the world again in this time of crisis, as a reminder of the importance of beauty and light, of family, and that the possibilities are endless.  

And we want to make it as easy as we can for you to bring something refreshing and joyful into your home with our artwork, or gift someone you love, so we've created OUR BIGGEST SALE* EVER - with our entire selection 10-60% OFF!

We’ve made some special discount codes:
BIGSALEMINI for 10% off our brand new Mini Collection
BIGSALEGIFT for 25% off our Gift Collection
BIGSALELIMITED for 60% off our Limited Collection
Please apply the relevant discount code at checkout :)
www.jeanpierreweill.com 
~ With love, from Jean-Pierre, Davida, and Safira

*Sale ends on May 1st.
#PassoverPresents #Joy #Beauty #GiftYourself #StayAtHome #3Dpaintingonglass",2020-04-03T04:34:14+0000,28,10,17
124319427612935_3061867447191437,Our newly expanded Gift Collection is available online with 10% off! Discover them all :) https://www.jeanpierreweill.com/collections/gift,2020-03-08T17:13:34+0000,9,0,1
124319427612935_3061865810524934,Our newly expanded Gift Collection is available online with 10% off! Discover them all :) https://www.jeanpierreweill.com/collections/gift,2020-03-08T17:12:58+0000,14,0,2
124319427612935_3061863560525159,Our newly expanded Gift Collection is available online with 10% off! Discover them all :) https://www.jeanpierreweill.com/collections/gift,2020-03-08T17:11:35+0000,2,0,0
124319427612935_2962924843752365,"A new addition to our COMING SOON Gift Collection 3D paintings on glass - a lazy morning watching an Open Birdcage. It's cozy inside :) 
All Gift Collections will be available in black or white frames.  Contact us to pre-order and get 10% off with discount code EARLYBIRD
Info@jeanpierreweill.com",2020-01-23T15:33:33+0000,18,0,3
124319427612935_4147455002045029,,2020-01-13T19:03:26+0000,2,0,0
124319427612935_2942044422507074,Stay posted for our new and expanded Gift Collection 3D paintings on glass! We can't wait to show you!,2020-01-13T19:01:41+0000,10,0,1
124319427612935_3321508314759613,,2020-01-13T18:57:48+0000,2,0,0
124319427612935_2825812790796905,We had the fun of hosting a local 1st grade class.  The children had a treasure hunt among the paintings and then settled themselves to draw something they saw.  #justforfun,2019-11-24T10:36:20+0000,17,6,2
124319427612935_2798677966843721,"The autumn afternoon light streaming through the windows sets this glass (in the process of being cleaned of fingerprints and stray paint) alight. 
#superclean #3dpaintingonglass",2019-11-12T16:56:41+0000,21,0,0
124319427612935_2723661727678679,"A peek at some of Rachel Rotenberg (my wife)'s incredible work! 
Opening exhibit tonight at Van Leer institute in Jerusalem!
17:00 - 20:00

She will be displaying some majestic new pieces!",2019-10-10T09:16:29+0000,14,0,1
124319427612935_2723639824347536,"Biennale Opening Reception tonight at 20:00!
Heichal Shlomo 
58 King George Jerusalem 

An exhibit of Evolve, a childrens book for adults, in three dimentional paintings! 
Excited to see you there tonight!",2019-10-10T08:58:50+0000,10,3,1
124319427612935_2722671127777739,Opening tomorrow (Thursday) at 20:00 in היכל שלמה Hechal Shlomo. This exhibit is an adventure you don't want to miss! More images to follow :),2019-10-09T19:44:16+0000,12,0,2
124319427612935_2718397154871803,"Jean-Pierre Weill HAS WRITTEN A 2ND BOOK!

NEW Book, NEW Exhibit! 

Jean-Pierre has transformed the book he is about to publish into an art exhibit. 
It will be featured as the CENTRAL EXHIBIT of the 
The Jerusalem Biennale הביאנלה של ירושלים 
The opening is this Thursday (the day after Yom Kippur).

If you enjoy art
If you are interested in self-development and introspection
If you are looking for an exhibit that will start a conversation

Then this is for you. 
It is humorous, profound, playful, beautiful, and like nothing you have seen before. Guaranteed!",2019-10-08T06:30:01+0000,22,4,1
124319427612935_2696203467091172,"Sculptures by Rachel Rotenberg Sculptor, who was featured this year in Sculpture Magazine, will be on display in this year's The Jerusalem Biennale הביאנלה של ירושלים in the Van Leer Institute. 

Opening Night is *this Thursday* - October 10th - at 17:00!",2019-10-07T17:04:00+0000,3,0,1
124319427612935_2686175701427282,"Rachel Rotenberg will be exhibiting in the The Jerusalem Biennale הביאנלה של ירושלים in the Van Leer Jerusalem Institute, October 10-November 28. Check it out!

Opening Night is October 10 17:00-20:00. Don't miss it!",2019-10-01T17:40:00+0000,3,0,0
124319427612935_2687018268009692,"Jean-Pierre Weill wrote a phenomenal Children's Book for Adults called #TheWellofBeing back in 2013. (If you haven't read it already - it's a wonderful gift to yourself: https://www.amazon.com/gp/product/1250092701/ref=dbs_a_def_rwt_bibl_vppi_i0) 
Soon he will be publishing a sequel, #Evolve. This exhibit is a stunning preview to that work. For those of you in Israel, mark your calendars! 

October 10th Opening Night!",2019-09-25T17:00:01+0000,1,0,0
124319427612935_2693331287378390,,2019-09-25T11:58:59+0000,16,0,0
124319427612935_2686169714761214,"Save the Date! Starting October 10th, Rachel Rotenberg will be exhibiting in the Van Leer Institute in Jerusalem, Israel. Her work will blow you away!

Jean-Pierre Weill will also be exhibiting a short walk away in Heichal Shlomo - more details to follow!",2019-09-22T17:36:00+0000,0,0,0
124319427612935_2677019385676247,"Thank you Shani Simkovitz for representing us and Gush Etzion so beautifully at the Jewish National Fund - JNF Conference this past weekend!

#TheWellofBeing by Jean-Pierre Weill was gifted to Russell Robinson. Enjoy!",2019-09-17T06:39:44+0000,13,0,0
124319427612935_2468046476573540,"This time last week...
Niggen Quartet live in Jean-Pierre Weill Studios
מרכז אומנים תקוע",2019-06-06T17:00:00+0000,15,0,3
124319427612935_2468034313241423,"It was our pleasure to host a number of community and cultural events last week. 
In preparation for a musical performance, our working studio transforms into a magical space. #allkindsofart 
Niggen Quartet | Live in Tekoa, Gush Etzion",2019-06-02T18:00:19+0000,20,1,1
124319427612935_2422737944437727,"Thank you for LOVING our work. We have SOLD OUT of all our Gift Collection pieces and are working hard to reopen this line. For now, send us a note through our contact page with what you like, and we'll shoot you an email as soon as it becomes available. Thank you for your understanding!
From all of us at Jean-Pierre Weill Studios.

#SoldOut #AffordableArt #beintouch",2019-05-09T19:14:00+0000,8,0,0
124319427612935_2398533070191548,"Hundreds of visitors passed through our studio today! It was exhilarating and exhausting :) 
Thank you to everyone who helped organize the Spring Festival, which will continue tomorrow in the Tekoa, Gush Etzion Forest. 

You are more than welcome to stop by tomorrow or any day of the week 9:00-16:00 to see our studio in motion and enjoy our display of #3Dpaintingonglass artwork. 

Call us for driving instructions! 052-5836052.

#Passover
Gush Etzion
Israel",2019-04-22T19:35:32+0000,24,0,1
124319427612935_2378949175483271,"A sculpture-in-progress by Rachel Rotenberg Sculptor, world class artist featured in this month's issue of Sculpture Magazine, keep an eye on her!",2019-04-17T13:00:01+0000,1,0,0
124319427612935_2378953222149533,"As each new piece develops, we discuss the possible directions it can go. This conversation is critical for the creative process; everyone contributes something different.",2019-04-13T13:48:00+0000,8,0,0
124319427612935_2378941412150714,"Handmade frames, custom designed to hold our 3D paintings, hand painted. Getting ready for spring!",2019-04-10T19:25:32+0000,6,0,0
124319427612935_2352793988098790,Rachel Rotenberg featured in a full-length article in the most recent issue of Sculpture Magazine. Powerful artwork.,2019-03-24T19:40:02+0000,2,0,0
124319427612935_2345245015520354,"Safira has been doing phenomenal work expanding our #GrandCollection! She's also an  awesome aunt. Keep an eye out for new #3Dpaintingonglass works on display in Artmosphere Galleries in Mamilla Mall in Jerusalem, Israel",2019-03-23T17:40:00+0000,21,3,0
124319427612935_2334872576557598,"A manmade mountain on which King Herod built a palace. A ancient swimming pool at the edge of the desert. An underground network of guerrilla tunnels. This is the Herodium​, right around the corner. 

(And if you go, plan a visit to Jean-Pierre Weill - 3D painting on glass​ as well!)",2019-03-16T17:15:00+0000,9,0,1
124319427612935_2324346687610187,"Last week our studio served as the Inspiration Room for a Costume Creation Marathon! It was so much fun seeing 100 middle school kids come into our space with an idea and leave with a practical plan on how to make the costume of their dreams! Thank you to תרבות תקוע and all the artists and volunteers who helped make this possible!
#sharinginspiration",2019-03-13T01:00:00+0000,9,0,1
124319427612935_2325651497479706,"Some of the paintings which found new homes last month. Enjoy!
New Jersey Australia Germany England Israel",2019-03-06T07:18:06+0000,14,1,1
124319427612935_2324356634275859,"Coming soon! Paintings inspired by the local landscape!

The iconic Lone Oak (better known by the Hebrew אלון הבודד) will make an appearance in our studio soon :) 

#bravingwintryweather 
מועצה אזורית גוש עציון",2019-03-05T10:00:58+0000,8,3,0
124319427612935_2271475399563983,"We're getting ready for the official studio opening next Friday, February 8th 9:00-12:00.
After that, visitors welcome anytime! Give us a call ahead of time and we'll make sure to have cookies on hand :) 052-5836052",2019-01-30T11:35:34+0000,17,3,5
124319427612935_2246532655391591,"My father set me up with glass and a pile of paint markers. I painted a classic child's scene - a sunset on a beautiful day. The boy, girl and fish float like the kite.
My father's work was my inspiration. It's my delight that my children are now painting on glass as well.

For more Jean-Pierre Weill 3D paintings on glass: http://bit.ly/JeanPierreWeill",2019-01-20T10:51:00+0000,27,1,1
124319427612935_2246530585391798,"Where's Pablo? Come find him and much, much more in Jean-Pierre Weill's Limited Collection. You won't be disappointed.
http://bit.ly/WhereIsPabloLE",2019-01-17T10:50:00+0000,9,0,1
124319427612935_2246529962058527,"Dance into 2019 with a Jean-Pierre Weill painting from the White Collection. The dancing cranes, moonlit dancers and ballerinas will sweep you off your feet!
http://bit.ly/BallerinasWhite",2019-01-15T10:49:00+0000,8,0,0
124319427612935_2246525802058943,"Here comes the snow! Bring warmth into your heart this winter with a Jean-Pierre Weill 3D painting on glass.
http://bit.ly/CranesInWinterGC",2019-01-13T10:36:50+0000,5,0,1
124319427612935_2236604649717725,"Fall in love with your life! 
http://bit.ly/KingdomLE",2019-01-10T11:52:00+0000,17,0,5
124319427612935_2236598719718318,"Let your imagination fly!
http://bit.ly/CirqueduSoleilLE",2019-01-08T11:46:00+0000,24,1,6
124319427612935_2236584959719694,"Happy 2019! Liven up your home with a fresh piece of art!
http://bit.ly/JeanPierreWeill",2019-01-06T11:43:40+0000,18,0,3
124319427612935_2227509930627197,"Love is in the air!
http://bit.ly/CityOverlookGC",2019-01-03T08:28:00+0000,5,0,2
124319427612935_2227498487295008,"Celebrate this holiday season with music!
http://bit.ly/JazzEnsembleGC",2019-01-01T08:16:00+0000,3,2,0
124319427612935_2227442777300579,Breathe deeply in a Winter Wonderland! http://bit.ly/CranesInWinterGC,2018-12-31T06:58:09+0000,4,0,1
124319427612935_2220317728013084,"Bring out the childlike part of you that knows how to simply have fun!
http://bit.ly/TimeFliesGC",2018-12-27T09:02:00+0000,7,0,0
124319427612935_2207529662625224,"Giftware News: What's New in Art Glass
The Limited Edition painting ""Café L'oiseau"" appears here in vivid purples and yellows, representing Jean-Pierre Weill's unique 3D glass art.",2018-12-25T11:48:00+0000,3,0,0
124319427612935_2215819528462904,"Watching my granddaughters paint, I am struck by how differently they approach the medium. Noya is absorbed by the aesthetic; she wants to create something beautiful; Klil is fascinated by the texture and, by the time she is through, her paper will be soaked in a brownish gray mess and she will be wiping her hands delightedly down her face.

Jean-Pierre Weill",2018-12-23T08:24:03+0000,10,2,0
124319427612935_2198785736832950,"Flash from the Past
Baltimore Jewish Times: The Arts
We rediscovered this newspaper article describing Jean-Pierre Weill's early perceived dilemma between the need to choose between his art and supporting his family. With the success of his 3D glass paintings, his internal conflict became more subtle as he felt torn between the images he wanted to create and the pull of more popular trends.",2018-12-16T15:39:00+0000,7,1,0
124319427612935_2198854873492703,"Happy New Year!
We all take part in designing the canvas of the world as we paint and sculpt our respective ways through life. We hope our artwork enriches your journey in some small way. And for this coming year, we wish you good health and emotional and spiritual well-being.",2018-12-13T14:52:00+0000,8,0,0
124319427612935_2198874613490729,"ONLY IN DECEMBER! When you spend $890 or more on our White Collection, your name will be artistically integrated into your painting. And we'll send you The Well of Being, written and illustrated by Jean-Pierre Weill with a handwritten dedication by the artist for FREE. ONLY IN DECEMBER!",2018-12-13T10:09:00+0000,7,0,1
124319427612935_5778075582237263,"Would you like to win an authentic Jean-Pierre Weill painting? First, 'SHARE' this post. Easy, right? Then, 'LIKE' our Facebook and Instagram pages. That's all you have to do to be one of two lucky winners to get a Jean-Pierre Weill Gift Collection painting of your choice. This offer is for the holiday season only, so don’t wait! Like and Share!
Link to our Instagram page: https://www.instagram.com/jeanpierreweillpaintings",2018-12-11T08:24:56+0000,7,3,6
124319427612935_2179860038725520,"Jean Pierre-Weill - Art for the Mind, Art for the Soul.
Visit our website: http://bit.ly/JeanPierreWeill",2018-12-06T09:47:00+0000,96,7,79
124319427612935_2179853438726180,"Dear Followers,
Our holiday sale is still on! Purchase a White Collection painting, and get a free hardcover copy of Jean Pierre-Weill's book, The Well of Being!
Check out the White Collection right here: http://bit.ly/WhiteCollectionJPW",2018-12-04T09:52:00+0000,7,2,0
124319427612935_2186073958104128,"May this holiday bring light,  peace,  and color into our homes and around the world. Happy Hanukkah!",2018-12-02T14:59:46+0000,28,2,4
124319427612935_2119226461455545,The holiday season is finally here! It's the perfect time to spoil your family and friends with our unique and imagination-provoking gifts! And we have some special offers to help you show the special people in your life how much you love and appreciate them. Click here for more details: https://www.jeanpierreweill.com/,2018-11-29T16:29:00+0000,167,0,5
124319427612935_2137723039605887,"Wishing you a white Christmas and pleasant Holiday shopping! ""Cranes in Winter"" depicts five elegant birds raising their beaks in a joyful celebration of snow. Cranes are a symbol of happiness, good fortune, and eternal youth. We wish you all these and a Happy New Year! For more information about this painting, visit: https://www.jeanpierreweill.com/collections/gift/products/cranes-in-winter",2018-11-27T15:30:00+0000,20,0,3
124319427612935_2178537185524472,"Wait! No more boring, same-as-last-year gifts. Before you head out to buy New Year's presents for family and friends, follow us for our very special holiday deals coming soon!",2018-11-27T11:44:12+0000,1,0,0
124319427612935_2152782128099978,"Holiday sale alert! For a limited time only, you can get paintings from our beautiful Limited Collection for up to 40% off, and enjoy special offers on our Grand Collection. For fun works of art, such as  ""Road Runner"" and many others, check out: http://bit.ly/RoadRunnerLE",2018-11-22T12:26:01+0000,30,0,6
124319427612935_2152778298100361,"It’s that  time of year when we search for presents that will express our love and appreciation to the important people in our lives.  And for YOU, we have a special Gift Collection holiday offer: 10% off any single painting, 20% off two pieces, and 30% off when you purchase three or more 3D paintings on glass.  
For the entire Gift Collection catalog, visit: http://bit.ly/GiftCollectionJPW",2018-11-18T12:34:00+0000,3,0,0
124319427612935_2158222234222634,"Black Friday is right around the corner! Don't miss out on the sales! Make sure to visit our website on November 23rd for Black Friday offers, surprises, and special treats: http://bit.ly/JeanPierreWeill",2018-11-15T15:30:00+0000,5,0,1
124319427612935_2152776504767207,"Wishing you a white holiday and a pleasant shopping experience! 
""Cranes in Winter"" depicts five elegant birds raising their beaks in a joyful celebration. Cranes are a symbol of happiness, good fortune, and eternal youth. We wish you all these and a Happy New Year! For more information about this painting, visit: http://bit.ly/CranesInWinterGC",2018-11-13T12:21:00+0000,22,4,3
124319427612935_2152769901434534,"The holidays are right around the corner. For us, the end of a year is an opportunity get in touch with our heartfelt desires and connect with those we love. If you are looking for a unique gift for friends or family, check out our Gift Collection: http://bit.ly/GiftCollectionJPW",2018-11-08T12:26:28+0000,11,1,1
124319427612935_5778075588903929,"Do you love music? Just like the musicians in a jazz band, the layers of our paintings harmonize with each other, interweaving lively colors and figures with musical notes that float around the room. For more information about ""Jazz Ensemble"", click here: http://bit.ly/JazzEnsembleGC",2018-11-07T13:50:48+0000,11,0,0
124319427612935_5778075585570596,"Three-dimensional paintings allow you to enjoy art on an entirely new level. Each time you explore the painting a new detail will reveal itself, bringing a smile to your face and creating an opportunity to delight your loved ones with your recent discovery. Our beautiful ""Tree of Life"" painting is available on our website and we guarantee you will love it! http://bit.ly/TreeOfLifeGC",2018-11-07T13:48:01+0000,17,0,3
124319427612935_2137647046280153,"Three-dimensional paintings allow you to enjoy art on an entirely new level. Each time you explore the painting a new detail will reveal itself, bringing a smile to your face and creating an opportunity to delight your loved ones with your recent discovery. Our beautiful ״Tree of Life״ painting is available on our website and we guarantee you will love it! http://bit.ly/TreeOfLifeGC",2018-10-30T15:30:00+0000,11,0,4
