message,created_time,id,likes.data,likes.paging.cursors.before,likes.paging.cursors.after,likes.summary.total_count,likes.summary.can_like,likes.summary.has_liked,comments.data,comments.summary.order,comments.summary.total_count,comments.summary.can_comment,likes.paging.next,comments.paging.cursors.before,comments.paging.cursors.after,shares.count
"🌟 Happy Father's Day to the creative and loving patriarch of our family art studio! 🎨🖌️ 

The project you started and which we joined has taught us invaluable life lessons. It has taught us the importance of perseverance, of embracing our mistakes as stepping stones toward growth, and of cherishing the beauty of relationship in every fleeting moment.

Thank you for being an incredible dad!

#fathersday",2023-06-18T15:11:33+0000,124319427612935_748570547271986,[],QVFIUk1UUmtwRUMyQ1hZAMjNpOXN3X1RUOTRTRF8xZAXBPYjJDZA21kajlCYW1KSWJ2OHJ3akpOTFo5RGNMSDZAWM3BZAeVFpUTdSZAGdobE9FNGV1eV9kZAVFTNlpB,QVFIUlNEZA1lDY1JXOXRLX1FLVTN5TVp2SFJfdU9uUlJ0UUlsdTcyUG5kVlNVLXlPbWJyV2ZAtZAFREVVlRVG95RjVSdkEZD,29,True,False,[],chronological,0,True,https://graph.facebook.com/v21.0/124319427612935_748570547271986/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUlNEZA1lDY1JXOXRLX1FLVTN5TVp2SFJfdU9uUlJ0UUlsdTcyUG5kVlNVLXlPbWJyV2ZAtZAFREVVlRVG95RjVSdkEZD,,,
"Embrace the vibrant colors of summer with this masterpiece! 🎨

In this captivating glass painting, Pablo Picasso's iconic characters come to life, filling the bustling café scene with their unique personalities. As your gaze explores the artwork, you'll discover Picasso's self-portrait, tucked away in a quiet corner, observing the lively ambiance. 

Let the warm hues and lively strokes transport you to a sun-kissed summer day, where art and joy intertwine. 🌼✨",2023-06-07T20:05:24+0000,124319427612935_740439088085132,[],QVFIUm1wSDJ4T183NEQwNExQRURHUEhHbXpLMWNudmZAGN25vMk1NWXR0cnJMcExIZA0hBMVBMWTdSRnB1eGZAVX3NaNXoZD,QVFIUlY3Qi04TExaVmVwMGZAlUVZAvRGJMNG1LcFF1QVJ1SXVobFdELUplSk9iTnZAzUVV2dTVwOHRsQm9jTXl1U2ZApYXQZD,54,True,False,"[{'created_time': '2023-06-08T15:54:00+0000', 'message': 'Love your art', 'id': '740439088085132_1284412922457031'}, {'created_time': '2024-09-06T18:55:49+0000', 'message': 'I love your work, I purchased a small personalised piece for my sister, she loves it.', 'id': '740439088085132_1019920039815820'}, {'created_time': '2023-06-07T20:22:54+0000', 'message': 'This is soooo beautiful!', 'id': '740439088085132_251171760855733'}, {'created_time': '2023-06-07T21:46:26+0000', 'message': 'Your work is breath taking.', 'id': '740439088085132_1692734424509037'}, {'created_time': '2023-06-07T20:46:54+0000', 'message': 'צילום נהדר של התמונה.מדגיש את התלת מימד. בהצלחה', 'id': '740439088085132_924243165315400'}, {'created_time': '2023-06-07T20:41:33+0000', 'message': 'This is one of my favorites now! Beautiful!', 'id': '740439088085132_276411138194790'}]",ranked,7,True,https://graph.facebook.com/v21.0/124319427612935_740439088085132/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUlY3Qi04TExaVmVwMGZAlUVZAvRGJMNG1LcFF1QVJ1SXVobFdELUplSk9iTnZAzUVV2dTVwOHRsQm9jTXl1U2ZApYXQZD,NwZDZD,MQZDZD,1.0
Bringing a touch of London's enchantment to your summer dreams. Step into the nostalgic carousel of vibrant colors and joyful memories. 🎠✨,2023-05-31T20:49:24+0000,124319427612935_735539661908408,[],QVFIUnhJX29WcHpEOEc1VUc3SFpZASWhidmRVMHBTYlpYcXo3d1V0M2ViUGZAFcXlLMDhmMXpRbk12N19tR0ZA4M2ZAwa1gZD,QVFIUks3SUZAVdU9lNE9zLXJSS0NPelJ2bUdVUjRoN3VHQWF6Um9TcU1NWVVXSzdHQUNqd2hRZAC11YnNnQjN2cmdTeWgZD,44,True,False,"[{'created_time': '2023-05-31T23:04:06+0000', 'message': 'This is beautiful 😍!  How heavy is it???', 'id': '735539661908408_1406858676820254'}, {'created_time': '2023-05-31T23:05:13+0000', 'message': 'Spectacular!  Is it available to purchase?', 'id': '735539661908408_1231067057544674'}, {'created_time': '2023-06-01T01:31:07+0000', 'message': 'You captured so much joy in this painting!', 'id': '735539661908408_576917534528376'}, {'created_time': '2023-06-01T03:52:04+0000', 'message': 'Absolutely gorgeous!!!', 'id': '735539661908408_1419205148935755'}, {'created_time': '2023-06-01T00:00:10+0000', 'message': ""Sharri Koch-Patton it's on their website under the Gallery Editions and then the Petite Grand category for $4,400. It's stunning."", 'id': '735539661908408_293499516667230'}, {'created_time': '2023-06-01T12:43:54+0000', 'message': 'Absolutely stunning! ❤️❤️❤️❤️❤️', 'id': '735539661908408_620031603402954'}, {'created_time': '2023-06-01T19:05:21+0000', 'message': 'Beautiful!', 'id': '735539661908408_146916981713693'}, {'created_time': '2023-06-02T03:19:01+0000', 'message': 'You will love them', 'id': '735539661908408_1196254754436593'}, {'created_time': '2023-06-01T14:06:08+0000', 'message': 'Glorious!', 'id': '735539661908408_757583896155171'}, {'created_time': '2023-06-01T20:41:54+0000', 'message': 'Wow!!!.', 'id': '735539661908408_802449441101890'}]",ranked,10,True,https://graph.facebook.com/v21.0/124319427612935_735539661908408/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUks3SUZAVdU9lNE9zLXJSS0NPelJ2bUdVUjRoN3VHQWF6Um9TcU1NWVVXSzdHQUNqd2hRZAC11YnNnQjN2cmdTeWgZD,MTAZD,MQZDZD,7.0
"Wishing you all a meaningful and inspiring Shavuot filled with love, joy, and the blossoming of new beginnings! 🌸",2023-05-24T16:14:16+0000,124319427612935_730366375759070,[],QVFIUjhzT0g1VXp3LTlFYmRBRmZA0ZAEdFMHBaNElaRzdONHVPUmFmMHFhbDRiZAzNtVDExMVRuR2h6bXQxVXpNT3lQYjhrX2lBUUJTblIyVnhtWE5zU3lWNjZAR,QVFIUk9FSXgtdUVHSUd1ZA1BWT0xJeTA0YUwtSkVVemxXSUItWnJrNGRWZA2pDY2VOQWhiNG8xNnlGRGZAHZA0RrNkk0M2xCQTJEdVBFZAi1DdUpPQ09ESEVYSmhR,18,True,False,[],ranked,1,True,,,,1.0
"A word about motherhood, from Davida…

Through my own motherhood journey, I've gotten a new perspective on the dedication and creativity that my own mother invested in me.

 Our relationships with our children and our relationships with our mothers, like every relationship, are a process. 

The gestures of love we give and receive - a hug, a moment of sharing, a gift - help us remember how central these connections are. 

In honor of mothers everywhere…

All orders will be AUTOMATICALLY updated to EXPEDITED shipping for FREE, until Mother's Day.",2023-05-09T18:10:47+0000,124319427612935_719452346850473,[],QVFIUmJJajJDbjlsbmE2V3dXZAzk5MnVnTl8tX1A4aTVhZAUYzamRsRDhfbEg2eFBGZA0RfdVNrSmVzSExnc19NSzRJSXIZD,QVFIUkV3allWaGMwNnlzZAlNJWHpZAaU1oMUxfTkxQWV90VE5uX1JTSkpEUzVrR0FYYnlHeVhMUVhvdV8xdEthUHJCQ0hBWVBfMk0wSkRtX1N3c09HUnB2WFB3,3,True,False,[],ranked,1,True,,,,
"We believe that our relationship with you is vital to our creative process. That's why we value staying in touch with you and keeping you updated through our bi-monthly newsletter. 💻📲

As a gesture of our gratitude for joining our studio family, we want to offer you a special 10% discount on our products. Look out for it in your inbox now! ✨",2023-05-04T19:21:23+0000,124319427612935_715935087202199,[],QVFIUlZAYWUVNc0FhbmVnbGJPa3FxbWZANWkYyV3VYMmJlcHZApdGNJTGo5MmtNa1F6NHcyRy1CN3FJZADF6alZAfX2tTUzIZD,QVFIUnpIR1liOFBPYjVMQjhzUTdkc0ttMzlzNUlNanJaNC1ob0ZA6ZAEdUOVBabFhDanlxRUI0M2doRjFNM1E1S3ZA3ZAGoZD,5,True,False,[],chronological,0,True,,,,
"Add color to the space you work in. 🎨 

When our space is beautiful, we are more inclined to take care of it. We are more creative, more able to learn, and more connected to our sense of wellbeing. ✨

Buy 3 Mini 3D paintings on glass and get the 4th FREE with discount code SMILE. This weekend only, using the discount code: SMILE

Starts on Friday, April 28 at 9:00 am EST, until Monday, May 1, 2023. 🗓️

Visit our website and find beautiful art pieces: jeanpierreweill.com 🛒",2023-04-28T13:28:32+0000,124319427612935_711141227681585,[],QVFIUmNXdUNTbUhORWg0OXNKTWZAIMW54VDV6WEswLWFqcHppNnVsWjFVVnFhRTVfcGNJaXB3N1hRWlJlNTQxaEhOVFcZD,QVFIUkFfUnJYWUF4Q0dzbnRvY0dUcmc5TndLUjBpS1JhRE5RUUZA0SXdMd3o5alF1aEtKaUNwY29lNHNuSExKZAng0X3p3aE9mMHhZALTZAQblByUm5QQmQzTTNB,5,True,False,[],chronological,0,True,,,,
"Thursday on the studio - where every stroke of the brush is a step towards bringing art to life. Join us in our creative space and immerse yourself in the beauty of glass paintings. ✨🎨

We love having people come just to enjoy and experience the art but we also have special offers for studio visitors. 🙋🏻‍♂️🙋🏻‍♀️

You'll be greeted with coffee, and there are beautiful hikes in the area if you're interested in making a full day out of it! ☕️",2023-04-20T23:59:54+0000,124319427612935_705566218239086,[],QVFIUkVleFFjQnI5TDhaaEVqdE9CMkVmcFN1WC0wZA0diSU42S25MbF9tUFJzQi1OSHZAqcEVld0ZAjR0JhWndrZA3ZABQjh3dXhMeC04LVExNXdrNGlKY2hNWlJB,QVFIUnB5WkhXcno2ajM5ZA1VMNmhreUYwLVNwMnRyRTJhcnNLR20yN0ZARVllFX250TWJNNnVIYXJiWXlJRnBIeWg0S3FCSGRhTjNlbUpuaUR1dTdIclN4aktn,17,True,False,"[{'created_time': '2023-04-28T02:29:56+0000', 'message': 'Looks more like pastel and markers than “stroke of the brush.”😉🤗', 'id': '705566218239086_2069693743239056'}]",ranked,1,True,,MQZDZD,MQZDZD,
"The Kotel represents the shared history and future that bind us together as a people, no matter how different we are as individuals. 

The three-dimensionality of this painting capitalizes on the perspective of the wall moving into the distance as the words “Hear O Israel” dance in the heavens, a testament to the Oneness that is the source of everything. 

Remembering the Temple is a theme that is interwoven through Jewish ritual life. This art piece could serve as a reminder of our connectedness, and prioritizing the things that are most important as we go about our day-to-day lives.

Shipping is free wherever you are. 🌎",2023-04-11T15:27:54+0000,124319427612935_698930795569295,[],QVFIUldZATHJmNTBYSnR2eWVRMHhxZAzVwUmxwcnVmQnR5Mm03UUpXazdHemlZAem54bVJVUnFqTWowNmJLdElYRXdjUnEZD,QVFIUllGUEdYRXVqZAkthN2xhZAldfLXcxNGxwWS1RSUE5YThUWU95WnpnZAENzNENCZAzFkRV9TWkxIQWFtLWhSRmE4bGQZD,22,True,False,"[{'created_time': '2023-04-13T01:11:31+0000', 'message': 'So wonderful!', 'id': '698930795569295_945888983121974'}, {'created_time': '2023-04-13T09:32:22+0000', 'message': 'Such a gift you have!', 'id': '698930795569295_203616299073420'}]",ranked,3,True,,MwZDZD,MgZDZD,
"Pablo Picasso, inspiring personal growth.40 years ago, on April 8, Picasso passed away. In Judaism, the anniversary of someone’s death is an opportunity to celebrate their life. 

This weekend get $1,500 off two paintings inspired by the greatest artists of the 20th century, using discount code: Picasso. 

 “Everything”, he said, “Everything you can imagine is real”. May we have the courage to see the real opportunities born in our imagination. 

Visit our website: jeanpierreweill.com 🛒",2023-04-05T16:40:02+0000,124319427612935_694781875984187,[],QVFIUjZA5RFdHX2U3a090NUlfbEZADMDRydVdiMkVrSm9aZADIybDBjeU8tcDBfM1hTdWhTbUR3LVBtcVVOMkRtUUVKN3MZD,QVFIUkRQYjZAhTl9IQ3dNX05lSG9qZAHExX2JQSTlFNGhqWXl5Vi0wR1l0WXd6VFRBTmhod041NGZAMSU5IVjZAWbU5WU2xpU1NnaXV1bE5hVkktYzdJeGhPdHp3,14,True,False,[],chronological,0,True,,,,1.0
"Spring has sprung in our art studio, and our glass paintings are blooming with color 🌷🎨",2023-03-28T16:17:15+0000,124319427612935_689265189869189,[],QVFIUk8wd1B3ZAkc4amYwT255QWRzVFYxaW5kQTY5UEdNU05kOVNpeXMwSVZAxM2c1UkgtSjR0cVZA1eXZA1MHhXdU9KUHpPdWxRNDgtekdJWm9tOFVoWk1iOHFR,QVFIUlZABMDMwdDJ1OVFLV3N0czhORkdGb0lReDBjNEtVT2JTbF9Hak42S21jbW5oOG5EV1ZArQm5paTkwRE8xOEpXYmUZD,72,True,False,"[{'created_time': '2023-03-28T16:24:13+0000', 'message': 'I love your artwork. I was just wondering on a work such as the one in the picture, how many layers of glass are used, and approximately how much does it weigh?', 'id': '689265189869189_167852762405726'}, {'created_time': '2023-03-29T15:58:38+0000', 'message': 'I love your work', 'id': '689265189869189_1657353991383212'}, {'created_time': '2023-03-30T01:10:08+0000', 'message': 'Wonderously expressive!  Lavish with colours!', 'id': '689265189869189_264787152547796'}, {'created_time': '2023-03-29T03:49:20+0000', 'message': 'Absolutely gorgeous!!!', 'id': '689265189869189_1604238963428818'}, {'created_time': '2023-03-28T22:22:49+0000', 'message': 'And I love the end results!', 'id': '689265189869189_742621743999763'}, {'created_time': '2024-01-13T02:08:37+0000', 'message': 'I love your artwork ❤️❤️❤️', 'id': '689265189869189_281838557883882'}]",ranked,6,True,https://graph.facebook.com/v21.0/124319427612935_689265189869189/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUlZABMDMwdDJ1OVFLV3N0czhORkdGb0lReDBjNEtVT2JTbF9Hak42S21jbW5oOG5EV1ZArQm5paTkwRE8xOEpXYmUZD,NgZDZD,MQZDZD,2.0
"Move things around to get a fresh perspective. The days are getting longer and sunnier. The desert landscape around us is green from the winter rains. 🌳

This week, just for you! Get 20$ off our entire Petite Collection with the discount code SPRING23.

Let your spring cleaning (slash pesach prep) inspire you to refresh your home and office with new artwork. 🌻

And remember, shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2023-03-21T20:13:53+0000,124319427612935_683789643750077,[],QVFIUjNDekFObXQzVHJyNndGWG0tbU5kYWEyZAmNjdkp0b0owdTJSX0FxY2RjRWNEVzJ0TG9tWlBiZAzJLTHlPcE9seTAZD,QVFIUk5aM2dDMTRnb0FWQUh1NWtRRGx2LVh3UjNmWjFIZAVBxX0UxcXVPbWlnOE1tTHJucGlkTjZAUNk1qOEgwR3djN0hpU2ZAUaEZATMXdDRWFRZA3V3TGdJRXJB,10,True,False,[],chronological,0,True,,,,
"Introducing our latest creation from the studio! This vibrant art piece is part of our Mini Collection! 🎨

Say hello to Jaffa, the city of sun and water that  holds the charm of the ancient and the vibrancy of the modern. ⛵️

May the wash of the sea and the beauty of antiquity bring peace to your heart. ✨

Shipping is free wherever you are! 🌎

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2023-03-02T16:34:21+0000,124319427612935_669053885223653,[],QVFIUmFmLVlnUDFJTElzczVac1ltN1cxMURIbU5rZA3BwQ3F5ZAlNCTnZAYTWRudDN6bUhsZAnJOcWVTQ2lCQUJjMm9NUXMZD,QVFIUmJoVjhWRHNwNGdaVGEtN08wVHpZAdlJ3cElyVFlmR1RTWldwN0J1ak5JMHNpRmc5SUZA6UXlzZAS1nbThyR0otSmd1OEZAfLTVoWDFzX2ZALZAHN3ZAkJBSDZA3,48,True,False,"[{'created_time': '2023-03-02T21:25:58+0000', 'message': 'Hello Jaffa! I do miss you and have beautiful memories of precious times visiting you with family! This is just beautiful! And you added a furbaby in too, love it ♥️', 'id': '669053885223653_871736900776717'}, {'created_time': '2023-03-03T02:59:50+0000', 'message': 'Love it! So pretty', 'id': '669053885223653_1271990890064739'}, {'created_time': '2023-03-02T23:03:27+0000', 'message': 'Sweet Painting!  Wonderfully done!', 'id': '669053885223653_236459848754872'}, {'created_time': '2023-03-02T18:17:35+0000', 'message': ""Love it! Add a dog and it's perfect"", 'id': '669053885223653_685859269982575'}, {'created_time': '2023-03-03T13:15:52+0000', 'message': 'Beautiful!', 'id': '669053885223653_889150762374183'}]",ranked,5,True,https://graph.facebook.com/v21.0/124319427612935_669053885223653/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUmJoVjhWRHNwNGdaVGEtN08wVHpZAdlJ3cElyVFlmR1RTWldwN0J1ak5JMHNpRmc5SUZA6UXlzZAS1nbThyR0otSmd1OEZAfLTVoWDFzX2ZALZAHN3ZAkJBSDZA3,NQZDZD,MQZDZD,1.0
"We can imagine that since the creation of the Café, the coffee shop is a place where lovers meet and friendships grow ☺️.

An invitation to a friend for some coffee, is a way of inviting them to build a deeper connection ☕️.

“Cafe D’artistes”  is inspired by Vincent Van Gogh’s Cafe Terrace at Night 🌙. 

Remember that shipping is free wherever you are! 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2023-02-28T19:06:13+0000,124319427612935_667254458736929,[],QVFIUmdLeVM5N1V1VG5qbG9HVjY0WTZAFdFdLVXAwckF6aHYtbzU2YU50SmxBQnpoVGtjV0dYRWxiQ0syRVhiUnhDdEUZD,QVFIUi1FMzJtcDB2ME1PTV9vb0N3SmlBMktFN0xGc3E3M3VUa0JONHVHTE1HLVRMM1NScWl4ZAlBna3lGLVV4WjFjSGoZD,28,True,False,"[{'created_time': '2023-02-28T21:27:23+0000', 'message': 'I love your work!', 'id': '667254458736929_1853749858322042'}, {'created_time': '2023-03-01T00:12:56+0000', 'message': 'I love it❤️❤️❤️', 'id': '667254458736929_1868302463534517'}, {'created_time': '2023-02-28T20:57:07+0000', 'message': 'Beautiful', 'id': '667254458736929_874612486945981'}, {'created_time': '2023-03-01T13:37:25+0000', 'message': 'The detail and the colors are amazing. Love them.', 'id': '667254458736929_506843731642688'}, {'created_time': '2023-02-28T20:36:58+0000', 'message': 'Best one in my opinion', 'id': '667254458736929_225785316488958'}, {'created_time': '2023-03-02T04:35:26+0000', 'message': 'Exquisite painting!', 'id': '667254458736929_1193744558012354'}]",ranked,8,True,https://graph.facebook.com/v21.0/124319427612935_667254458736929/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUi1FMzJtcDB2ME1PTV9vb0N3SmlBMktFN0xGc3E3M3VUa0JONHVHTE1HLVRMM1NScWl4ZAlBna3lGLVV4WjFjSGoZD,OAZDZD,MwZDZD,4.0
"Happy Valentine's Day to all our followers! May love, color and happiness be with you day after day. 💕 
 
#jeanpierreweill #glasspainting #artwork #artfamily #artstudio #valentinesday",2023-02-14T18:15:28+0000,124319427612935_655393429923032,[],QVFIUlBhVXVFNmpYZAmtyRGxVSi11eXJ1cklMRTFZAU0dPbTRRMTZAWWENyRVVjSzEyVjJqcC1wb1V5UkZABUWR4d0ttZAlUwbldRQi1qTjBDc2lrZA0xQTHQ3ck1B,QVFIUkV6OGcwWW41MzI1RENzMTlQMUhjR3QxRzN5elhORl9VTDc0RzRxNVdDQ1JoRmQtanFXamxxT3d2cDNvQmZA2dGlmRDdCVXpMc3RuUTZAVeVB6ZAWUyZAmxB,16,True,False,"[{'created_time': '2023-02-14T20:02:04+0000', 'message': 'Happy Happy Valentines day 💓 💗', 'id': '655393429923032_526566372911160'}]",ranked,1,True,,MQZDZD,MQZDZD,3.0
"Whose presence makes your heart flutter? Who makes you feel warm in your heart? Who holds the safety of love for you? 💕 

This February is a wonderful time to remind them how you feel. Use discount code Love20 and when you buy 2 art pieces, you get 20% OFF everything. 🎁 

Visit our website: jeanpierreweill.com 

Shipping is free wherever you are! 🗺️ 

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2023-02-09T20:16:59+0000,124319427612935_651031650359210,[],QVFIUnAwLXBsbFFfYndVZAVhoLWtYemJlUk5YYmhfVTJ6ZAHNZAMEptWUp4cmU2TlU3YmNhUjdzbEFRVHFuQzBQX29JaDhwMmtfWkd1aUY1anNVWngyZAXl1WGVB,QVFIUndfUW0xOHBlbXI5TWVXbWpoNkdzZA1FOQmFBdHR6QjFwcUp6ZAWdkaUV0TGI1OHFMb2I1Q3VqX2gzOHZAMSEJqNVYZD,15,True,False,"[{'created_time': '2023-02-09T22:34:54+0000', 'message': 'Each piece is so beautiful!', 'id': '651031650359210_1188866385357665'}]",ranked,1,True,,MQZDZD,MQZDZD,
"Just one of many pieces on sale for Valentine's Day, this is ""Beginnings"". 💕 

A walk outdoors is an opportunity to remember how precious life is, how dynamic, how full of possibilities. It is the perfect time to fall in love.

Make the most of this occasion to thank someone you love for walking with you 🎁 

Use our discount code Love20 and buy any two 3d paintings on glass and get 20% off your entire purchase.

Shipping is free to wherever you are! Visit our website to find art perfect for you. 🛒 

#jeanpierreweill #glasspainting #artfamily #artstudio #artwork",2023-01-31T19:40:44+0000,124319427612935_643153021147073,[],QVFIUnNfdTJJeXluaEd6cEVsRlUtN3RES0FpVnZAWb3B0M2czLXdGYndZAdGlvNmZAycjVGcjFmR1BjYXA5VjRXZAE01a1lueHN6cXhZAbzlUZA0p3bmxmQ09hbVZA3,QVFIUnAtLVhTMWU4SWpzYi0tcmNwdXdtaXUydlYyQTZAGejhnNTB5TTVPRnRfVlhObkxhQUQ2RXdGTEZAhSHgxclZAlWjkZD,10,True,False,"[{'created_time': '2023-02-28T21:51:01+0000', 'message': 'Your pieces are so pretty.  I have one of your little pictures, sunflowers in the vase hanging next my bed table. A nice reminder of sunshine to start my day~', 'id': '643153021147073_925386675150591'}]",ranked,1,True,,MQZDZD,MQZDZD,
"In the studio here we’re already preparing all your gifts for Valentine's Day! Have you already ordered your present yet? 🎨

Visit our website and find the best one for your loved one.

Shipping is free anywhere in the world. 🛒🌎

#jeanpierreweill #glasspainting #artwork #artstudio #artfamily",2023-01-26T23:39:13+0000,124319427612935_638875328241509,[],QVFIUmh2N2F5S0V4NHE0Y3lzak1WemNxN0p1ZAlc3cDE1Q0NHUU1rb1o4U2h2MUktMnFtdVBtYnFCaUtFTENJTmJMYk05MGVxUkhqX0RvLTNHUHZAVTVZAFa2Vn,QVFIUnNyeFY4bkd3OUs5dlBIX0tSQjV0cmRFcDdDaHg1QTl3X3lkV2xlX1dEVUh2NEpDOTRUaDJqQl9XVFRORDNMUzhudmQ3ZAkR4Rk9fUkFDaDdyclpjbmVR,27,True,False,"[{'created_time': '2023-01-27T01:34:20+0000', 'message': 'Love this!❤️', 'id': '638875328241509_1214367912841023'}]",ranked,1,True,https://graph.facebook.com/v21.0/124319427612935_638875328241509/likes?access_token=EAAFwrJWP4CIBOzFp2qlM0f2YADANbOCBPbEWxDlfxs9ZA85E1L8faNh5LcZCzxPExrkkukbq41ZBx67qXSrolIAbphbwCqgJfmuXDADit7UIhZCqxDdQhciw9dflZBuFBscZA8Rb85uBfULaZAsMibXFSzDFqyTLDsEoJ7zUM8yzGVat0QtiEMbYjfi4dXfb8gTo9ipL3NZC0glGS6gZD&summary=true&limit=25&after=QVFIUnNyeFY4bkd3OUs5dlBIX0tSQjV0cmRFcDdDaHg1QTl3X3lkV2xlX1dEVUh2NEpDOTRUaDJqQl9XVFRORDNMUzhudmQ3ZAkR4Rk9fUkFDaDdyclpjbmVR,MQZDZD,MQZDZD,1.0
"Because relationships matter, knowing how to show love for others and care for yourself is an art of its own. This Valentine’s Day, give yourself and your loved one the gift of art. 🎨 

Use discount code Love20 for 20% off when you buy two of our art pieces. 💕 

Visit our website and find that special gift. Link is in our bio. 🛒 

#jeanpierreweill #glasspainting #artwork #artfamily #artstudio",2023-01-20T15:28:40+0000,124319427612935_633498598779182,[],QVFIUlJuRnNrNTdWNGo0ZAk5SZATc3WnNxOUI4WDdaQjh0aDR4cGFsWDhOdzgtdVdsaUVRdzRGX0NVRllTemZAFTXJ3T1BCZAEcyb3F6UXdLbDNoYkdkWXhPMHhn,QVFIUlpzWWs4VVptTzlLMmhPbnFaTHp4cm9WdXRoSllnZAnV0V3E5dVNHRHRKQVFmZAmM2UkxOM3VzanRFNTZAfQ3dmWm1RbmwwUTQ0MzRORk1jVjF4eGZAid1hn,5,True,False,[],chronological,0,True,,,,
